grid_case,C_svm_init,tau,lambda_hinge,goal_monthly,split,train_feas_pct,val_feas_pct,nn_mean_ret,nn_vol,nn_sharpe,svm_mean_ret,svm_vol,svm_sharpe
AC,1.0,0.05,0.001,0.0105,train,100.0,100.0,0.01954310170893327,0.026610709747232137,0.7344073831112905,0.015941482992439398,0.02608762292372113,0.6110745712033788
AC,1.0,0.05,0.001,0.0105,val,100.0,100.0,0.01538209285649148,0.03182626951284501,0.48331435293728003,0.01261573058486598,0.028918158566879484,0.43625635965904
AG,1.0,0.1,0.001,0.0105,test,100.0,100.0,0.020308233861407912,0.02643600958970864,0.7682034533890307,0.016503694421647834,0.02581011571960749,0.6394273702721465
AG,1.0,0.1,0.001,0.0105,train,100.0,100.0,0.018318285264318633,0.02627242164333644,0.6972438822847348,0.015941482992439398,0.02608762292372113,0.6110745712033788
AG,1.0,0.1,0.001,0.0105,val,100.0,100.0,0.01252127770168851,0.02915223416591042,0.42951348531293465,0.01261573058486598,0.028918158566879484,0.43625635965904
E,0.01,0.05,0.001,0.0105,test,100.0,100.0,0.01737331486781026,0.025746425437195845,0.6747855118573569,0.016503694421647834,0.02581011571960749,0.6394273702721465
E,0.01,0.05,0.001,0.0105,train,100.0,100.0,0.016331543392285312,0.026161294826577162,0.6242635733407925,0.015941482992439398,0.02608762292372113,0.6110745712033788
E,0.01,0.05,0.001,0.0105,val,100.0,100.0,0.014391890947262833,0.029797459730363386,0.48299053264982234,0.01261573058486598,0.028918158566879484,0.43625635965904
I,0.01,0.1,0.001,0.0105,test,100.0,100.0,0.017278434414486628,0.02578816124197061,0.670014207360225,0.016503694421647834,0.02581011571960749,0.6394273702721465
I,0.01,0.1,0.001,0.0105,train,100.0,100.0,0.016130073836685407,0.026122041351285943,0.61748902465748,0.015941482992439398,0.02608762292372113,0.6110745712033788
I,0.01,0.1,0.001,0.0105,val,100.0,100.0,0.012785315518541736,0.02892733945819643,0.44198034653605506,0.01261573058486598,0.028918158566879484,0.43625635965904
M,0.1,0.01,0.001,0.0105,test,100.0,100.0,0.02416978762758425,0.02879935503017935,0.8392475318081623,0.016503694421647834,0.02581011571960749,0.6394273702721465
M,0.1,0.01,0.001,0.0105,train,100.0,100.0,0.019285375650459236,0.027343731985750023,0.7052942027008007,0.015941482992439398,0.02608762292372113,0.6110745712033788
M,0.1,0.01,0.001,0.0105,val,100.0,100.0,0.01630584578651953,0.0319788194346943,0.5098951766905809,0.01261573058486598,0.028918158566879484,0.43625635965904
Q,0.1,0.05,0.001,0.0105,test,100.0,100.0,0.019718108656240407,0.026341285094862735,0.7485628960197318,0.016503694421647834,0.02581011571960749,0.6394273702721465
Q,0.1,0.05,0.001,0.0105,train,100.0,100.0,0.017411258889657777,0.025877538671933778,0.6728328806583457,0.015941482992439398,0.02608762292372113,0.6110745712033788
Q,0.1,0.05,0.001,0.0105,val,100.0,100.0,0.013851109746940071,0.029366934342852185,0.47165664569409604,0.01261573058486598,0.028918158566879484,0.43625635965904
U,0.1,0.1,0.001,0.0105,test,100.0,100.0,0.01853178127211802,0.025884101808617478,0.7159522632240755,0.016503694421647834,0.02581011571960749,0.6394273702721465
U,0.1,0.1,0.001,0.0105,train,100.0,100.0,0.01659494042466458,0.025983430286253693,0.6386739641842176,0.015941482992439398,0.02608762292372113,0.6110745712033788
U,0.1,0.1,0.001,0.0105,val,100.0,100.0,0.01217991342595041,0.029231229660957214,0.41667468549234093,0.01261573058486598,0.028918158566879484,0.43625635965904
Y,1.0,0.01,0.001,0.0105,test,100.0,100.0,0.023247968751464978,0.03105754373547997,0.7485449895433322,0.016503694421647834,0.02581011571960749,0.6394273702721465
Y,1.0,0.01,0.001,0.0105,train,100.0,100.0,0.020150960788251286,0.028640741738072253,0.7035767778584084,0.015941482992439398,0.02608762292372113,0.6110745712033788
Y,1.0,0.01,0.001,0.0105,val,100.0,100.0,0.019150415501722366,0.03195223642422402,0.5993450739055146,0.01261573058486598,0.028918158566879484,0.43625635965904
A,0.01,0.01,0.001,0.012,test,100.0,100.0,0.019347573087098592,0.026429333539885583,0.7320492231545807,0.01827495934934685,0.026188142317845484,0.6978333601080151
A,0.01,0.01,0.001,0.012,train,100.0,100.0,0.018164986129882443,0.025794827890047597,0.7042104024344671,0.01726328493395666,0.026110089447802194,0.6611729526169285
A,0.01,0.01,0.001,0.012,val,100.0,100.0,0.016794516538179465,0.031613235324164865,0.5312495341092357,0.013750282583279172,0.02908306505549628,0.4727934472026281
AC,1.0,0.05,0.001,0.012,test,100.0,100.0,0.023772427088537374,0.027478269673499464,0.8651355187258678,0.01827495934934685,0.026188142317845484,0.6978333601080151
AC,1.0,0.05,0.001,0.012,train,100.0,100.0,0.02084498212820712,0.026882846250046253,0.7754008609633682,0.01726328493395666,0.026110089447802194,0.6611729526169285
AC,1.0,0.05,0.001,0.012,val,100.0,100.0,0.01627582528334093,0.03203199616906556,0.5081114894285285,0.013750282583279172,0.02908306505549628,0.4727934472026281
AG,1.0,0.1,0.001,0.012,test,100.0,100.0,0.02193066452564185,0.026279412024679278,0.8345188432759457,0.01827495934934685,0.026188142317845484,0.6978333601080151
AG,1.0,0.1,0.001,0.012,train,100.0,100.0,0.019327786219668176,0.02610845178747516,0.7402884849801735,0.01726328493395666,0.026110089447802194,0.6611729526169285
AG,1.0,0.1,0.001,0.012,val,100.0,100.0,0.013543481736613771,0.029414518396057347,0.4604352705624673,0.013750282583279172,0.02908306505549628,0.4727934472026281
E,0.01,0.05,0.001,0.012,test,100.0,100.0,0.01915086036702141,0.02613241319545433,0.7328393372266062,0.01827495934934685,0.026188142317845484,0.6978333601080151
E,0.01,0.05,0.001,0.012,train,100.0,100.0,0.017673997758007397,0.0262141092246846,0.6742169877239392,0.01726328493395666,0.026110089447802194,0.6611729526169285
E,0.01,0.05,0.001,0.012,val,100.0,100.0,0.015481870798136212,0.02992210847710024,0.5174057439657794,0.013750282583279172,0.02908306505549628,0.4727934472026281
I,0.01,0.1,0.001,0.012,test,100.0,100.0,0.019096154001530183,0.026156220424768232,0.7300807873112009,0.01827495934934685,0.026188142317845484,0.6978333601080151
I,0.01,0.1,0.001,0.012,train,100.0,100.0,0.01745704713927595,0.026162603846932794,0.6672519004890753,0.01726328493395666,0.026110089447802194,0.6611729526169285
I,0.01,0.1,0.001,0.012,val,100.0,100.0,0.013910333159495263,0.0291022454747432,0.47798143861749653,0.013750282583279172,0.02908306505549628,0.4727934472026281
M,0.1,0.01,0.001,0.012,test,100.0,100.0,0.02555411052246293,0.02872115177548329,0.8897313980070425,0.01827495934934685,0.026188142317845484,0.6978333601080151
M,0.1,0.01,0.001,0.012,train,100.0,100.0,0.020310419639387102,0.02710158098998208,0.7494182588884869,0.01726328493395666,0.026110089447802194,0.6611729526169285
M,0.1,0.01,0.001,0.012,val,100.0,100.0,0.017422644144409274,0.03246414264124369,0.5366734719104581,0.013750282583279172,0.02908306505549628,0.4727934472026281
